id,year,month,day,hour,obs_datetime,season_type,temperature,humidity,precipitation,wind_speed,pressure,hourly_flood_risk,created_at
1,2022,5,1,0,2022-05-01 00:00:00,rainy,10.9,74.0,0.0,3.0,1005.9,0,2025-06-30 14:38:13
2,2022,5,1,1,2022-05-01 01:00:00,rainy,10.3,67.0,0.0,2.1,1005.6,0,2025-06-30 14:38:13
3,2022,5,1,2,2022-05-01 02:00:00,rainy,9.8,67.0,0.0,2.0,1005.4,0,2025-06-30 14:38:13
4,2022,5,1,3,2022-05-01 03:00:00,rainy,9.5,68.0,0.0,2.0,1004.9,0,2025-06-30 14:38:13
5,2022,5,1,4,2022-05-01 04:00:00,rainy,8.6,73.0,0.0,1.0,1004.4,0,2025-06-30 14:38:13
6,2022,5,1,5,2022-05-01 05:00:00,rainy,8.1,75.0,0.0,0.9,1004.0,0,2025-06-30 14:38:13
7,2022,5,1,6,2022-05-01 06:00:00,rainy,7.9,78.0,0.0,0.8,1004.2,0,2025-06-30 14:38:13
8,2022,5,1,7,2022-05-01 07:00:00,rainy,8.5,80.0,0.0,0.8,1004.2,0,2025-06-30 14:38:13
9,2022,5,1,8,2022-05-01 08:00:00,rainy,11.0,66.0,0.0,1.7,1004.2,0,2025-06-30 14:38:13
10,2022,5,1,9,2022-05-01 09:00:00,rainy,13.2,58.0,0.0,1.9,1003.9,0,2025-06-30 14:38:13
11,2022,5,1,10,2022-05-01 10:00:00,rainy,15.3,49.0,0.0,2.3,1003.7,0,2025-06-30 14:38:13
12,2022,5,1,11,2022-05-01 11:00:00,rainy,17.2,29.0,0.0,4.0,1003.3,0,2025-06-30 14:38:13
13,2022,5,1,12,2022-05-01 12:00:00,rainy,17.6,29.0,0.0,6.1,1002.9,0,2025-06-30 14:38:13
14,2022,5,1,13,2022-05-01 13:00:00,rainy,18.6,24.0,0.0,4.1,1002.1,0,2025-06-30 14:38:13
15,2022,5,1,14,2022-05-01 14:00:00,rainy,18.5,23.0,0.0,6.6,1001.7,0,2025-06-30 14:38:13
16,2022,5,1,15,2022-05-01 15:00:00,rainy,18.8,25.0,0.0,6.4,1001.0,0,2025-06-30 14:38:13
17,2022,5,1,16,2022-05-01 16:00:00,rainy,18.9,29.0,0.0,4.3,1000.7,0,2025-06-30 14:38:13
18,2022,5,1,17,2022-05-01 17:00:00,rainy,16.9,36.0,0.0,4.1,1000.6,0,2025-06-30 14:38:13
19,2022,5,1,18,2022-05-01 18:00:00,rainy,15.9,37.0,0.0,3.5,1000.5,0,2025-06-30 14:38:13
20,2022,5,1,19,2022-05-01 19:00:00,rainy,14.6,50.0,0.0,3.9,1000.6,0,2025-06-30 14:38:13
21,2022,5,1,20,2022-05-01 20:00:00,rainy,13.9,58.0,0.0,3.8,1000.9,0,2025-06-30 14:38:13
22,2022,5,1,21,2022-05-01 21:00:00,rainy,13.1,66.0,0.0,3.2,1001.6,0,2025-06-30 14:38:13
23,2022,5,1,22,2022-05-01 22:00:00,rainy,12.5,70.0,0.0,2.6,1001.8,0,2025-06-30 14:38:13
24,2022,5,1,23,2022-05-01 23:00:00,rainy,12.0,75.0,0.0,2.7,1002.1,0,2025-06-30 14:38:13
25,2022,5,2,0,2022-05-02 00:00:00,rainy,11.5,77.0,0.0,1.9,1002.1,0,2025-06-30 14:38:14
26,2022,5,2,1,2022-05-02 01:00:00,rainy,10.8,79.0,0.0,1.3,1002.2,0,2025-06-30 14:38:14
27,2022,5,2,2,2022-05-02 02:00:00,rainy,10.4,81.0,0.0,0.8,1002.3,0,2025-06-30 14:38:14
28,2022,5,2,3,2022-05-02 03:00:00,rainy,9.9,84.0,0.0,0.7,1002.1,0,2025-06-30 14:38:14
29,2022,5,2,4,2022-05-02 04:00:00,rainy,9.7,88.0,0.0,0.5,1001.9,0,2025-06-30 14:38:14
30,2022,5,2,5,2022-05-02 05:00:00,rainy,9.3,91.0,0.0,1.0,1002.0,0,2025-06-30 14:38:14
31,2022,5,2,6,2022-05-02 06:00:00,rainy,9.3,92.0,0.0,1.0,1002.1,0,2025-06-30 14:38:14
32,2022,5,2,7,2022-05-02 07:00:00,rainy,10.3,93.0,0.0,1.7,1002.7,0,2025-06-30 14:38:14
33,2022,5,2,8,2022-05-02 08:00:00,rainy,11.3,87.0,0.0,1.3,1003.1,0,2025-06-30 14:38:14
34,2022,5,2,9,2022-05-02 09:00:00,rainy,13.3,77.0,0.0,2.1,1003.1,0,2025-06-30 14:38:14
35,2022,5,2,10,2022-05-02 10:00:00,rainy,15.1,60.0,0.0,2.2,1002.9,0,2025-06-30 14:38:14
36,2022,5,2,11,2022-05-02 11:00:00,rainy,16.5,41.0,0.0,3.8,1003.0,0,2025-06-30 14:38:14
37,2022,5,2,12,2022-05-02 12:00:00,rainy,17.4,32.0,0.0,4.1,1002.8,0,2025-06-30 14:38:14
38,2022,5,2,13,2022-05-02 13:00:00,rainy,18.2,34.0,0.0,3.4,1002.5,0,2025-06-30 14:38:14
39,2022,5,2,14,2022-05-02 14:00:00,rainy,18.2,32.0,0.0,4.2,1002.2,0,2025-06-30 14:38:14
40,2022,5,2,15,2022-05-02 15:00:00,rainy,19.0,29.0,0.0,3.9,1001.8,0,2025-06-30 14:38:14
