id,year,month,day,obs_date,season_type,avg_temp,min_temp,max_temp,humidity,precipitation,wind_speed,is_flood_risk,created_at
453,2023,2,1,2023-02-01,dry,0.9,-3.0,6.0,68.4,0.0,3.2,0,2025-06-30 14:32:14
454,2023,2,2,2023-02-02,dry,-2.4,-5.1,1.4,50.3,0.0,2.5,0,2025-06-30 14:32:14
455,2023,2,3,2023-02-03,dry,-1.6,-3.9,3.4,47.4,0.0,2.2,0,2025-06-30 14:32:15
456,2023,2,4,2023-02-04,dry,-0.2,-5.2,6.0,49.8,0.0,2.0,0,2025-06-30 14:32:16
457,2023,2,5,2023-02-05,dry,1.7,-3.3,7.1,71.0,0.0,1.8,0,2025-06-30 14:32:17
458,2023,2,6,2023-02-06,dry,3.0,-1.7,8.8,72.3,0.0,1.6,0,2025-06-30 14:32:17
459,2023,2,7,2023-02-07,dry,3.5,-0.6,9.5,72.9,0.0,1.5,0,2025-06-30 14:32:18
460,2023,2,8,2023-02-08,dry,2.1,-1.3,7.8,62.1,0.0,2.5,0,2025-06-30 14:32:19
461,2023,2,9,2023-02-09,dry,4.0,-2.8,9.9,49.9,0.0,2.5,0,2025-06-30 14:32:19
462,2023,2,10,2023-02-10,dry,3.8,1.1,6.2,79.6,0.6,2.2,0,2025-06-30 14:32:20
463,2023,2,11,2023-02-11,dry,2.8,-1.2,8.5,73.0,0.0,1.8,0,2025-06-30 14:32:21
464,2023,2,12,2023-02-12,dry,3.7,-0.9,7.6,70.0,0.0,1.8,0,2025-06-30 14:32:21
465,2023,2,13,2023-02-13,dry,5.9,2.7,8.4,66.5,0.0,2.3,0,2025-06-30 14:32:22
466,2023,2,14,2023-02-14,dry,1.7,-2.5,6.6,54.9,0.0,2.7,0,2025-06-30 14:32:23
467,2023,2,15,2023-02-15,dry,3.2,-1.2,8.9,46.4,0.0,2.5,0,2025-06-30 14:32:24
468,2023,2,16,2023-02-16,dry,2.3,-0.7,4.5,68.3,0.0,2.7,0,2025-06-30 14:32:24
469,2023,2,17,2023-02-17,dry,3.4,-1.5,9.8,67.8,0.0,1.8,0,2025-06-30 14:32:25
470,2023,2,18,2023-02-18,dry,5.7,3.0,8.1,58.3,0.0,1.5,0,2025-06-30 14:32:26
471,2023,2,19,2023-02-19,dry,3.5,0.2,6.1,56.1,0.4,3.3,0,2025-06-30 14:32:26
472,2023,2,20,2023-02-20,dry,-0.5,-3.5,2.4,46.4,0.0,3.3,0,2025-06-30 14:32:27
473,2023,2,21,2023-02-21,dry,-1.3,-5.3,4.8,42.4,0.0,2.1,0,2025-06-30 14:32:28
474,2023,2,22,2023-02-22,dry,1.2,-4.5,8.4,50.6,0.0,2.2,0,2025-06-30 14:32:29
475,2023,2,23,2023-02-23,dry,2.9,-1.8,9.2,65.5,0.0,1.9,0,2025-06-30 14:32:30
476,2023,2,24,2023-02-24,dry,3.5,-0.4,8.5,57.9,0.0,3.0,0,2025-06-30 14:32:30
477,2023,2,25,2023-02-25,dry,0.7,-2.9,5.7,44.0,0.0,2.9,0,2025-06-30 14:32:31
478,2023,2,26,2023-02-26,dry,2.2,-3.4,9.4,46.6,0.0,2.1,0,2025-06-30 14:32:32
479,2023,2,27,2023-02-27,dry,4.4,-1.8,12.4,47.4,0.0,1.9,0,2025-06-30 14:32:33
480,2023,2,28,2023-02-28,dry,4.3,-0.7,8.7,63.4,0.0,2.0,0,2025-06-30 14:32:33
481,2023,11,1,2023-11-01,dry,19.0,17.2,20.6,81.8,0.0,2.4,0,2025-06-30 14:32:34
482,2023,11,2,2023-11-02,dry,20.8,18.7,25.9,70.9,0.0,2.9,0,2025-06-30 14:32:35
483,2023,11,3,2023-11-03,dry,19.5,17.7,22.4,83.3,8.5,2.8,0,2025-06-30 14:32:36
484,2023,11,4,2023-11-04,dry,17.4,14.1,20.9,75.5,0.0,2.6,0,2025-06-30 14:32:36
485,2023,11,5,2023-11-05,dry,17.3,15.1,20.4,87.0,10.4,3.3,0,2025-06-30 14:32:37
486,2023,11,6,2023-11-06,dry,13.3,6.6,19.3,84.9,45.8,4.9,0,2025-06-30 14:32:38
487,2023,11,7,2023-11-07,dry,5.8,3.6,9.9,62.5,0.0,3.2,0,2025-06-30 14:32:38
488,2023,11,8,2023-11-08,dry,8.4,1.8,16.1,55.1,0.0,1.7,0,2025-06-30 14:32:39
489,2023,11,9,2023-11-09,dry,11.4,5.9,18.4,73.1,5.1,2.1,0,2025-06-30 14:32:40
490,2023,11,10,2023-11-10,dry,3.4,0.5,9.1,53.1,0.0,3.9,0,2025-06-30 14:32:41
491,2023,11,11,2023-11-11,dry,1.7,-1.9,6.7,47.9,0.0,2.2,0,2025-06-30 14:32:41
492,2023,11,12,2023-11-12,dry,1.2,-2.0,5.7,53.8,0.0,2.2,0,2025-06-30 14:32:42
493,2023,11,13,2023-11-13,dry,2.0,-2.2,6.7,54.0,0.0,2.3,0,2025-06-30 14:32:43
494,2023,11,14,2023-11-14,dry,5.0,-0.8,10.8,66.1,0.0,1.7,0,2025-06-30 14:32:43
495,2023,11,15,2023-11-15,dry,7.0,2.0,12.5,71.4,0.0,1.5,0,2025-06-30 14:32:44
496,2023,11,16,2023-11-16,dry,6.6,5.7,7.4,85.0,8.4,1.9,0,2025-06-30 14:32:45
497,2023,11,17,2023-11-17,dry,1.6,-1.9,5.9,59.3,0.0,2.9,0,2025-06-30 14:32:45
498,2023,11,18,2023-11-18,dry,0.6,-3.8,5.7,58.9,0.0,3.5,0,2025-06-30 14:32:46
499,2023,11,19,2023-11-19,dry,5.9,-0.3,13.4,68.3,0.0,2.4,0,2025-06-30 14:32:47
500,2023,11,20,2023-11-20,dry,6.2,1.8,12.8,58.4,0.0,1.5,0,2025-06-30 14:32:47
501,2023,11,21,2023-11-21,dry,7.4,1.4,14.8,59.6,0.0,1.7,0,2025-06-30 14:32:48
502,2023,11,22,2023-11-22,dry,9.5,2.9,15.1,68.1,0.0,1.8,0,2025-06-30 14:32:49
503,2023,11,23,2023-11-23,dry,9.9,1.9,14.6,71.1,0.1,3.3,0,2025-06-30 14:32:50
504,2023,11,24,2023-11-24,dry,-1.5,-4.4,2.2,51.8,0.0,3.8,0,2025-06-30 14:32:50
505,2023,11,25,2023-11-25,dry,-1.3,-5.9,4.0,42.8,0.0,1.8,0,2025-06-30 14:32:51
506,2023,11,26,2023-11-26,dry,4.0,-0.1,7.2,43.6,0.0,1.4,0,2025-06-30 14:32:52
507,2023,11,27,2023-11-27,dry,6.2,4.4,9.3,82.9,3.6,2.4,0,2025-06-30 14:32:53
508,2023,11,28,2023-11-28,dry,1.3,-1.2,5.2,58.0,0.0,3.3,0,2025-06-30 14:32:53
509,2023,11,29,2023-11-29,dry,-1.4,-4.0,3.0,59.0,0.0,2.6,0,2025-06-30 14:32:54
510,2023,11,30,2023-11-30,dry,-4.3,-7.3,-0.5,48.5,0.0,2.8,0,2025-06-30 14:32:55
511,2023,12,1,2023-12-01,dry,-3.2,-6.8,0.7,55.3,0.0,2.0,0,2025-06-30 14:32:55
512,2023,12,2,2023-12-02,dry,2.0,-4.4,8.0,60.8,0.0,2.4,0,2025-06-30 14:32:56
513,2023,12,3,2023-12-03,dry,0.8,-2.8,6.0,56.3,0.0,1.7,0,2025-06-30 14:32:57
514,2023,12,4,2023-12-04,dry,2.7,-3.0,9.4,59.5,0.0,1.6,0,2025-06-30 14:32:58
515,2023,12,5,2023-12-05,dry,6.8,3.8,12.6,55.4,0.0,2.0,0,2025-06-30 14:32:58
516,2023,12,6,2023-12-06,dry,6.1,3.9,8.7,76.1,3.8,2.3,0,2025-06-30 14:32:59
517,2023,12,7,2023-12-07,dry,6.6,0.8,11.4,64.0,0.0,2.6,0,2025-06-30 14:33:00
518,2023,12,8,2023-12-08,dry,11.2,5.1,16.8,73.4,0.0,3.0,0,2025-06-30 14:33:00
519,2023,12,9,2023-12-09,dry,13.7,11.7,16.2,82.9,0.0,2.0,0,2025-06-30 14:33:01
520,2023,12,10,2023-12-10,dry,11.4,6.7,15.5,67.9,0.0,,0,2025-06-30 14:33:02
521,2023,12,11,2023-12-11,dry,8.9,5.0,12.3,82.9,11.4,,0,2025-06-30 14:33:03
522,2023,12,12,2023-12-12,dry,5.4,3.5,9.3,75.6,0.4,2.7,0,2025-06-30 14:33:03
523,2023,12,13,2023-12-13,dry,6.8,2.6,10.3,74.1,0.0,2.4,0,2025-06-30 14:33:04
